dict_size: 17809
#############################
maximum sentence length: 55
minimum sentence length: 1
length	frequency
targeted	21
unapologetic	21
publishing	21
flashing	21
elevated	21
elevates	21
loathsome	21
top-billed	21
apt	21
one-dimensional	21
documentarians	21
led	21
standing	21
robot	21
realizes	21
451	21
jesus	21
spaceship	21
wire	21
sleazy	21
apted	21
homosexual	21
bathtub	21
anti-catholic	21
cope	21
colour	21
government	21
war-torn	21
heated	21
overwhelms	21
hard-hearted	21
regalia	21
ming-liang	21
scripting	21
collide	21
opera-ish	21
incorporates	21
solely	21
morph	21
analytical	21
w.	21
newton	21
irritatingly	21
heart-warming	21
israel	21
guessed	21
occur	21
challenged	21
heartbreakingly	21
thirst	21
baran	21
paint-by-numbers	21
hanussen	21
self-indulgence	21
quickie	21
comeback	21
pray	21
shiver	21
rugrats	21
broadly	21
adultery	21
brazenly	21
urine	21
equate	21
chaiken	21
northern	21
hardened	21
boost	21
fraternity	21
describes	21
brusqueness	21
evaluate	21
donna	21
cotton	21
nap	21
convert	21
drumming	21
attending	21
auto-pilot	21
outrageousness	21
underground	21
epilogue	21
has-been	21
conan	21
piercing	21
edward	21
superficiality	21
mcfarlane	21
contend	21
grease	21
gondry	21
brutality	21
bicycle	21
emphasizing	21
philadelphia	21
barlow	21
suggested	21
copycat	21
jealous	21
refined	21
berg	21
pileup	21
assume	21
swagger	21
downtown	21
entity	21
lyric	21
captivated	21
resource	21
dictate	21
underwear	21
travesty	21
awareness	21
stomp	21
tux	21
jovial	21
audiard	21
arty	21
hodgepodge	21
bmx	21
ahola	21
pill	21
mom	21
sardine	21
sunk	21
diaz	21
disastrous	21
snake-down-the-throat	21
minimum	21
par	21
coat	21
backed	21
scrappy	21
forcefulness	21
extremist	21
hippie	21
freeway	21
depicting	21
reconciliation	21
larger-than-life	21
scarface	21
meter	21
lathan	21
retain	21
impish	21
promisingly	21
repetitious	21
edit	21
corpse	21
lieutenant	21
jam	21
wryly	21
bueller	21
abundance	21
affectation	21
glued	21
outdated	21
stifling	21
fred	21
carrey	21
darned	21
chapter	21
nonthreatening	21
deny	21
altar	21
on-camera	21
kosminsky	21
underneath	21
jazz	21
managing	21
gimmicky	21
wretched	21
above-average	21
self-caricature	21
payami	21
shearer	21
moon	21
relic	21
preoccupation	21
subjected	21
starred	21
proverbial	21
glide	21
bibi	21
incendiary	21
reductive	21
fulfilling	21
stalking	21
individuality	21
dealt	21
swashbuckler	21
lower-class	21
adrian	21
chou-chou	21
maddening	21
ley	21
angst-ridden	21
feral	21
lear	21
putrid	21
heidi	21
criticism	20
95	20
bluescreen	20
knockout	20
nourishing	20
bates	20
crawl	20
seduced	20
acclaim	20
hug	20
quaint	20
makhmalbaf	20
enters	20
online	20
birth	20
myopic	20
nicest	20
avalanche	20
self-congratulatory	20
wherever	20
wang	20
anatomical	20
cadence	20
siege	20
proving	20
aggressive	20
aimlessly	20
undemanding	20
prima	20
uncover	20
marred	20
homosexuality	20
pile-ups	20
stripped	20
threatens	20
idemoto	20
serious-minded	20
911	20
off-beat	20
self-referential	20
terri	20
bilked	20
guilty-pleasure	20
low-rent	20
maggie	20
transcendent	20
clint	20
disturbed	20
sympathize	20
bowl	20
coping	20
atmospherics	20
puffery	20
mawkish	20
ninth	20
tweaked	20
soullessness	20
pender	20
sub	20
roller-coaster	20
mulan	20
drumline	20
accompanies	20
dominated	20
self-examination	20
serenity	20
ethical	20
placement	20
cranky	20
partisan	20
uncertainty	20
excessively	20
fascinate	20
bigotry	20
championship	20
outrageously	20
monument	20
psychopathic	20
blanket	20
succumbing	20
paperback	20
depraved	20
suppose	20
pluto	20
bio-pic	20
bra	20
stuttering	20
nebrida	20
render	20
800	20
zaidan	20
brat	20
attacker	20
abrupt	20
dumped	20
one-room	20
unified	20
carnahan	20
latino	20
sends	20
accepts	20
stooping	20
amateurishly	20
obligation	20
larky	20
ferrara	20
ratio	20
close-ups	20
cryin	20
prurient	20
intelligently	20
enchanting	20
downward	20
exposed	20
remembers	20
uniqueness	20
hectic	20
forcing	20
randomness	20
jr.	20
mounted	20
reconsideration	20
7	20
drooling	20
purposeless	20
urgently	20
antonio	20
enveloping	20
glover	20
conjures	20
aftertaste	20
estrogen	20
kiddy	20
relating	20
clout	20
buildup	20
appointed	20
keen	20
ozpetek	20
manifestation	20
barf	20
murk	20
demise	20
histrionics	20
damaged-goods	20
laurel	20
snicker	20
hazy	20
wenders	20
doubtless	20
cricket	20
cinephile	20
updated	20
porno	20
outer-space	20
misfit	20
descends	20
sparkle	20
eileen	20
self-mocking	20
mexico	20
reptilian	20
blandly	20
chime	20
polemical	20
weekend	20
jacket	20
not-very-funny	20
dweller	20
shape-shifting	20
till	20
borrow	20
aloof	20
assurance	20
blaring	20
chen	20
eponymous	20
neverland	20
improbability	20
efficient	20
shocker	20
arguing	20
larry	20
reek	20
yield	20
steadfast	20
cancer	20
shopping	20
dogma-like	20
all-too-familiar	20
gunfight	20
fellowship	20
exploitive	20
beacon	20
flawless	20
noticing	20
sterling	20
hart	20
embraced	20
outta	20
11th	20
doting	20
smallest	20
hornby	20
seater	20
perilously	20
ripping	20
dishonesty	20
strongest	20
candle	20
bewitched	20
maelstrom	20
dime-store	20
delusional	20
andy	20
what-if	20
rueful	20
seamless	20
trait	20
tunney	20
ample	20
junkie	20
messing	20
instant	20
hellish	20
received	20
likably	20
stamen	20
characteristically	20
neurosis	20
engendering	20
marketable	20
bus	20
ecological	20
dizzying	20
cylinder	20
aching	20
claptrap	20
chuck	20
victory	20
independence	20
subgenre	20
claude	20
caterer	20
faced	20
procedure	20
cycle	20
incapable	20
pitiful	20
right-wing	20
connected	20
acclaimed	20
pipe	20
demeo	20
colin	20
riot	20
succeeded	20
representation	20
unsettlingly	20
delighted	20
crassly	20
hysteria	20
nightmarish	20
software	20
r	20
pinnacle	20
arrogant	20
satin	20
tic	20
nutty	20
resurrection	20
hardware	20
stupendous	20
ala	20
incorporate	20
herring	20
bumper	20
predator	20
weighs	20
doofus	20
linking	20
three-dimensional	20
moist	20
spoofing	20
recently	20
astringent	20
preciousness	20
monarch	20
simon	20
unrelentingly	20
rapt	20
tad	20
sillier	20
telemarketers	20
weaver	20
schepisi	20
unrealized	20
dope	20
arrangement	20
lohman	20
laborious	20
knockaround	20
alienated	20
satisfyingly	20
contributed	19
handicapped	19
scarier	19
wane	19
dared	19
stevens	19
soaring	19
9-11	19
family-friendly	19
170	19
cheap-looking	19
world-at-large	19
traverse	19
expedience	19
letdown	19
falter	19
distortion	19
percolating	19
wondrously	19
heavyweight	19
camerawork	19
inanity	19
mentality	19
shouted	19
astray	19
elfriede	19
absorbs	19
butterfly	19
ostensible	19
deliciously	19
jean-luc	19
hayek	19
brow	19
blab	19
oodles	19
starving	19
curling	19
gliding	19
scam	19
scooby-doo	19
castle	19
codswallop	19
freud	19
ballerina	19
fire-breathing	19
golf	19
dumbness	19
fairytale	19
halftime	19
nettelbeck	19
ugliness	19
soap-opera	19
crescendo	19
walker	19
luhrmann	19
irrepressible	19
demonstrating	19
communication	19
motorcycle	19
invited	19
c.	19
toothless	19
balm	19
haul	19
slathered	19
repartee	19
rubbo	19
angeles	19
walken	19
kooky	19
ditsy	19
sportsman	19
kaputschnik	19
wisegirls	19
infusion	19
striving	19
springer	19
1992	19
eclipse	19
morbid	19
cumulative	19
barrier	19
cassavetes	19
sloppily	19
laissez-passer	19
resemblance	19
gutsy	19
fullness	19
kitchen	19
underarm	19
audrey	19
ragged	19
mid	19
thatcher	19
transform	19
antique	19
collinwood	19
horizon	19
presumes	19
servant	19
cross-cultural	19
invasion	19
publicity	19
fiend	19
resort	19
marquee	19
taxi	19
babysitter	19
sensuous	19
janklowicz-mann	19
balancing	19
reaffirming	19
disorienting	19
implodes	19
re-creation	19
publicist	19
blossom	19
hired	19
sultry	19
jeff	19
devastatingly	19
pre-credit	19
wim	19
persuasive	19
lizard	19
z-boys	19
crazed	19
low-wattage	19
auto	19
scherfig	19
blood-curdling	19
playlist	19
gallery	19
fuel	19
evolution	19
oppressively	19
widow	19
careen	19
reactionary	19
leery	19
6-year-old	19
been-there	19
misconceived	19
void	19
helluva	19
repugnance	19
dogma	19
frenzy	19
banger	19
metaphysical	19
literature	19
whiff	19
abundantly	19
regular	19
baz	19
ridicule	19
mouse	19
butter	19
discreet	19
wwf	19
heinous	19
rant	19
landing	19
open-minded	19
primer	19
1994	19
humanistic	19
porridge	19
noticeably	19
salvage	19
outweighs	19
concocted	19
jail	19
encompasses	19
toilet-humor	19
specificity	19
threshold	19
nakata	19
spirituality	19
revisionist	19
exaggeration	19
ill-fitting	19
digest	19
august	19
cloyingly	19
you-are-there	19
swooning	19
jake	19
acquainted	19
robbery	19
mounting	19
conundrum	19
renowned	19
catherine	19
juxtaposition	19
westerner	19
ritter	19
armed	19
tacky	19
orchard	19
longtime	19
leash	19
immaturity	19
cheaper	19
prim	19
pushing	19
brogue	19
so-bad-it	19
gas	19
one-hour	19
bid	19
peculiarly	19
laziest	19
lens	19
dispassionate	19
irreparable	19
f	19
waltz	19
arnie	19
heroism	19
clarify	19
multilayered	19
unsettled	19
inexorably	19
third-rate	19
trump	19
aspiring	19
delusion	19
watchful	19
heed	19
multi-character	19
genitals	19
45	19
strung-together	19
patched	19
thinness	19
forum	19
julie	19
los	19
join	19
sex-soaked	19
insufficiently	19
smugly	19
dysfunction	19
effectiveness	19
late-night	19
dullness	19
distinguishes	19
corrupt	19
immaculately	19
consists	19
coda	19
cherry	19
orlando	19
officer	19
flavour	19
levity	19
emphasized	19
littered	19
fresh-faced	19
increase	19
swank	19
sophomore	19
earnhart	19
mormon	19
brecht	19
robbed	19
shiner	19
sampler	19
bonding	19
overheated	19
quivering	19
racing	19
atrocious	19
division	19
explains	19
sandwich	19
shade	19
overused	19
belgian	19
wondered	19
storm	19
nickelodeon-esque	19
bart	19
cynic	19
insistently	19
widely	19
b.s	19
delta	19
stylishness	19
water-bound	19
acid	19
cozy	19
spiced	19
apple	19
89	19
impart	19
tennessee	19
probation	19
gain	19
darkest	19
dogged	19
weaving	19
kane	19
intentioned	18
projection	18
borstal	18
mesmerize	18
old-hat	18
organized	18
gusto	18
retooled	18
page-turner	18
fleetingly	18
volcano	18
oprah	18
abbott	18
clamorous	18
spectrum	18
sexist	18
glitz	18
pocket	18
bloodstream	18
rubenesque	18
nationwide	18
letterman	18
portrayed	18
bobby	18
alexandre	18
insecurity	18
underestimated	18
circumstantial	18
marathon	18
twinkle	18
dogme	18
collage	18
creepiest	18
logical	18
everywhere	18
septic	18
lighten	18
meddles	18
convincingly	18
revulsion	18
hop	18
bumpy	18
famine	18
iceberg	18
addressing	18
fragmented	18
alley	18
punchy	18
inuit	18
keenly	18
morose	18
supermarket	18
vacation	18
action-movie	18
engineering	18
instrument	18
byzantine	18
exasperating	18
follow-up	18
palaver	18
one-sided	18
phillip	18
elbowed	18
brim	18
gesture	18
scribe	18
depressingly	18
wayne	18
gracefully	18
acidic	18
defensive	18
awake	18
funk	18
handling	18
leoni	18
melville	18
sneaky	18
insensitivity	18
laziness	18
broader	18
clung-to	18
cringing	18
wishy-washy	18
doing-it-for	18
tightrope	18
eisenstein	18
owned	18
owner	18
nancy	18
ill-advised	18
narrated	18
kaige	18
bodice-ripper	18
rigged	18
bishop	18
heather	18
flickering	18
immortal	18
cultivated	18
heresy	18
complacency	18
unsavory	18
monday	18
tv-movie	18
yikes	18
tickle	18
chef	18
stardom	18
kurys	18
bugsy	18
lab	18
chilled	18
payback	18
flesh-and-blood	18
tavernier	18
entertains	18
redneck	18
exudes	18
competence	18
salle	18
flatter	18
howling	18
counter-cultural	18
goofiest	18
gum	18
tarantula	18
franklin	18
deckhand	18
marginally	18
dedicated	18
kurt	18
ominous	18
ruggero	18
unfree	18
fifty	18
cannon	18
anchored	18
explosive	18
unapologetically	18
cram	18
award-winning	18
patchwork	18
frown	18
symbolism	18
seasoned	18
sale	18
impersonation	18
surrounded	18
ho-tep	18
lurch	18
holofcener	18
derives	18
inert	18
favored	18
nationally	18
st.	18
hothouse	18
alpha	18
jeopardy	18
half-asleep	18
full-bodied	18
vessel	18
globalizing	18
dime	18
calibrated	18
grossly	18
novelist	18
punishing	18
examining	18
reflects	18
austen	18
princess	18
stump	18
hiding	18
passionately	18
passe	18
crime-land	18
overstuffed	18
dullard	18
penchant	18
examined	18
upside	18
extends	18
avant-garde	18
fast-moving	18
mississippi	18
gamut	18
swan	18
mournful	18
appalled	18
mumbo	18
windshield	18
doug	18
everyman	18
afterschool	18
stepping	18
unleashes	18
ventura	18
iq	18
overstated	18
reese	18
balletic	18
tagline	18
auspicious	18
revitalize	18
scarifying	18
overplotted	18
real-time	18
indicates	18
kinnear	18
tucked	18
musing	18
inauthentic	18
defined	18
seal	18
jfk	18
opts	18
russos	18
mishmash	18
cold-hearted	18
actioner	18
riveted	18
techno	18
lisping	18
dey	18
dazed	18
anti-kieslowski	18
synagogue	18
creamy	18
25	18
shun	18
complain	18
treated	18
viveka	18
garcia	18
sidesplitting	18
fused	18
evangelical	18
mystic	18
down-to-earth	18
facade	18
finesse	18
creatively	18
cue	18
low-grade	18
redeem	18
restrictive	18
fee	18
pollution	18
scarlet	18
cliche-ridden	18
mehta	18
unsatisfied	18
rotoscope	18
flabby	18
vaudeville	18
bothered	18
oral	18
morris	18
totalitarian	18
athleticism	18
lecter	18
muddy	18
proposal	18
backmasking	18
promotes	18
action-comedy	18
tighter	18
karen	18
admitted	18
nohe	18
miscast	18
85	18
parrot	18
woozy	18
feisty	18
humility	18
changed	18
strap	18
meaty	18
quadrangle	18
studiously	18
campbell	18
elm	18
right-thinking	18
interestingly	18
ditty	18
sensationalism	18
chicken	18
boogaloo	18
smeared	18
zwick	18
goofiness	18
homicide	18
paradoxically	18
kalvert	18
lesser-praised	18
slap-happy	18
soporific	18
stanley	18
good-looking	18
standup	18
shrieky	18
scrapbook	18
doo	18
soprano	18
creeping	18
combustible	18
decrepitude	18
rustic	18
self-serious	18
pop-induced	18
tougher	18
architect	18
catch-22	18
avarice	18
affability	18
advertised	18
gussied	18
batch	18
endeavour	18
unseen	18
blank-faced	18
prince	18
antiseptic	18
straight-faced	18
collect	18
arthur	18
pipeline	18
tear-jerking	18
awe-inspiring	18
frisson	18
sealed	18
wildest	18
young-guns	18
gallo	18
damsel	18
tootsie	18
frankness	18
alienating	18
unspool	18
saddest	18
jonze	18
topple	18
converted	18
bought	18
bronx	18
dual	18
inc.	18
dispossessed	18
convicted	18
dearth	18
margaret	18
hanging	17
sterile	17
groupie	17
shmear	17
underrated	17
moralistic	17
democratic	17
bug-eyed	17
oh-so	17
clobbering	17
fleming	17
veggie	17
theatrically	17
accident	17
superhuman	17
transfigures	17
pushiness	17
upscale	17
academic	17
forsaken	17
surveillance	17
takashi	17
introducing	17
teen-driven	17
stature	17
slumming	17
ounce	17
sputter	17
high-energy	17
noteworthy	17
jimmy	17
matched	17
instability	17
artifact	17
goldmember	17
lulling	17
slot	17
compels	17
hanna-barbera	17
adroit	17
discarded	17
tricky	17
omnibus	17
thankless	17
strand	17
polson	17
joined	17
fishy	17
ascends	17
freshly	17
mixing	17
subtitled	17
15-cent	17
star-making	17
one-note	17
family-oriented	17
well-developed	17
accepting	17
land-based	17
girl-meets-girl	17
pickup	17
candor	17
evoking	17
comprehensive	17
listening	17
telegram	17
indie-heads	17
obscured	17
fever-pitched	17
lint	17
t-shirt	17
maturity	17
curtain	17
incandescent	17
cheapo	17
charade	17
musset	17
pencil	17
shandling	17
broiling	17
fundamentally	17
detailing	17
egregious	17
mechanism	17
assimilated	17
spiffy	17
timeframe	17
embedded	17
slanted	17
expiration	17
elderly	17
neorealism	17
efficiency	17
flush	17
schedule	17
apollo	17
deficiency	17
perpetrated	17
broder	17
unspeakable	17
simmering	17
repulsive	17
sodden	17
thoughtfully	17
germany	17
autopsy	17
d.	17
covering	17
humanism	17
prosaic	17
com	17
descent	17
tarzan	17
ultra-manipulative	17
costuming	17
marketing	17
float	17
rendering	17
absent	17
heyday	17
ararat	17
bedroom	17
entrance	17
dramatizing	17
indescribably	17
thrives	17
accomplish	17
indecent	17
pluck	17
sulky	17
overview	17
informed	17
wheezing	17
commenting	17
soil	17
potshot	17
stare	17
intermission	17
valid	17
abbass	17
minded	17
hapless	17
kinetic	17
koepp	17
mockumentary	17
ass	17
teendom	17
transcendence	17
juice	17
self-promoter	17
boozy	17
plausible	17
didacticism	17
rope	17
rediscover	17
signal	17
suitcase	17
koury	17
hypocritical	17
taboo	17
watt	17
languid	17
snide	17
sublimely	17
compassionate	17
crank	17
weirdo	17
cheeky	17
jonathan	17
rivalry	17
sought	17
furiously	17
fleshed-out	17
broom	17
immerse	17
learns	17
loveable	17
unfinished	17
movie-making	17
canter	17
neutral	17
girl-on-girl	17
jean-claud	17
perverted	17
enhance	17
nail-biting	17
mortality	17
suggestive	17
guise	17
the-cash	17
garry	17
85-minute	17
reprieve	17
hamming	17
septuagenarian	17
petri	17
annoyingly	17
aaliyah	17
nutjob	17
entered	17
shattering	17
decrepit	17
krige	17
guillen	17
recreates	17
annoyance	17
dogmatism	17
work-in-progress	17
mush	17
pummel	17
shatters	17
dizzy	17
filler	17
guardian	17
sharper	17
condescension	17
pine	17
cinema-besotted	17
monster-in-the	17
broadcast	17
nolan	17
radioactive	17
skull	17
befallen	17
gooding	17
stacked	17
leavened	17
pan	17
blessed	17
vh1	17
presumption	17
lawyer	17
chafing	17
centering	17
illogical	17
action-adventure	17
fatter	17
achieving	17
rounded	17
predisposed	17
handheld	17
penn	17
juncture	17
needle	17
actuary	17
weigh	17
merger	17
q.	17
cutout	17
fun-for-fun	17
ireland	17
ineptitude	17
openly	17
immediacy	17
truncheoning	17
explaining	17
through-line	17
presenting	17
bloodwork	17
contempt	17
sketchiest	17
weber	17
samira	17
tack	17
provokes	17
schnitzler	17
provoked	17
inferior	17
unimpeachable	17
revisited	17
day-lewis	17
whirl	17
bradbury	17
yorkers	17
conveys	17
trio	17
windup	17
blur	17
naive	17
joie	17
mr	17
smart-aleck	17
rumble	17
penance	17
saddle	17
continually	17
adage	17
unelected	17
hermitage	17
6	17
heap	17
liberalism	17
pore	17
rethink	17
unbelievably	17
myrtle	17
hysteric	17
shakespearean	17
tailor	17
pint-sized	17
exam	17
squandering	17
spoil	17
blessing	17
fantasma	17
blob	17
styled	17
snore	17
flounder	17
overflowing	17
symbol	17
unscathed	17
surgical	17
celebi	17
fearful	17
d.j	17
abhorrent	17
unthinkable	17
self-sacrifice	17
excursion	17
attendant	17
nagging	17
auteil	17
reinforcement	17
whistle	17
bark	17
spunk	17
weasel	17
overlook	17
quintet	17
uneasily	17
bourgeois	17
all-star	17
tok	17
sharpener	17
punny	17
peeved	17
commercialism	17
discordant	17
jaw-dropping	17
phoenix	17
smaller	17
bubba	17
weeping	17
impulsive	17
interrupted	17
chopsocky	17
semen	17
frontier	17
integrated	17
1.8	17
jokester	17
italian-language	17
jacobson	17
employment	17
mixed-up	17
vat	17
intimidating	17
cliff	17
expands	17
bacon	16
valiant	16
best-selling	16
irksome	16
sharpie	16
turd	16
patois	16
nc-17	16
ebullient	16
diminishing	16
hastier	16
asia	16
self-glorification	16
foremost	16
amoral	16
skimpy	16
harvesting	16
virtuosity	16
benshan	16
tolerable	16
creed	16
commonplace	16
all-too	16
reinvented	16
gremlin	16
cremaster	16
flashbulb	16
to-do	16
honey	16
mope	16
no-brainer	16
downsizing	16
kingsley	16
spending	16
companionable	16
sat	16
feelgood	16
gaiety	16
